Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
The Dog Island,PS2,Adventure,Ubisoft,Yuke's Media Creations,,0.27,0.13,,0.1,0.03,14-10-2008,
Operation Armored Liberty,GBA,Action,Majesco,Majesco Games,,0.27,0.19,,0.07,0,31-10-2003,
Command & Conquer,N64,Strategy,Nintendo,Looking Glass Studios,,0.27,0.22,,0.05,0,31-05-1999,
Shadow Man,N64,Action,Acclaim Entertainment,Acclaim Studios Teesside,,0.27,0.18,,0.08,0.01,24-08-1999,08-10-2018
Beyblade: Metal Masters,DS,Action,Konami,Hudson Soft,,0.27,0.14,,0.1,0.03,15-11-2011,
Battle of Giants: Mutant Insects,DS,Strategy,Ubisoft,Ubisoft Quebec,,0.27,0.09,,0.15,0.03,02-03-2010,
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,Strategy,Nintendo,Intelligent Systems,,0.27,,0.27,,,15-07-2010,
Plants vs. Zombies,X360,Strategy,PopCap Games,PopCap Games,8.9,0.27,0.24,,,0.02,28-09-2010,
R.U.S.E.,X360,Strategy,Ubisoft,Eugen Systems,8,0.27,0.12,0,0.11,0.02,07-09-2010,
Guitar Hero Live,WiiU,Music,Activision,FreeStyleGames,,0.27,0.18,,0.06,0.03,20-10-2015,15-03-2018
Hatsune Miku: Project Diva F 2nd,PS3,Music,Sega,Sega,,0.27,0.1,0.1,0.03,0.03,18-11-2014,24-10-2018
Bravo Team,PS4,Shooter,Sony Interactive Entertainment,Supermassive Games Ltd.,,0.27,0.12,0.02,0.09,0.04,06-03-2018,11-09-2018
Beamrider,2600,Shooter,Activision,Activision,,0.27,0.26,,0.01,0,24-01-1984,
The Club,X360,Shooter,Sega,Bizarre Creations,7.5,0.27,0.15,,0.1,0.02,19-02-2008,
BloodRayne 2,PS2,Shooter,Majesco,Terminal Reality,,0.27,0.13,,0.1,0.03,12-10-2004,
Gun,X360,Shooter,Activision,Neversoft Entertainment,7.5,0.27,0.24,,0.01,0.02,16-11-2005,
Killing Floor 2,PS4,Shooter,Tripwire Interactive,Tripwire Interactive,,0.27,0.19,,0.03,0.05,01-01-2016,30-05-2018
The Bureau: XCOM Declassified,PS3,Shooter,2K Games,2K Marin,,0.27,0.08,,0.14,0.04,20-08-2013,24-10-2018
Final Doom,PS,Shooter,GT Interactive,Williams Entertainment,,0.27,0.15,,0.1,0.02,01-10-1995,
Section 8,X360,Shooter,SouthPeak Interactive,TimeGate Studios,7.1,0.27,0.15,,0.09,0.02,01-09-2009,
NHL Hitz 20-02,XB,Sports,Midway Games,EA Black Box,,0.27,0.2,,0.06,0.01,14-11-2001,
Burstrick: Wake Boarding!!,PS,Sports,Natsume,Metro Corporation,,0.27,0.15,,0.1,0.02,28-02-2001,
Dave Mirra Freestyle BMX: Maximum Remix,PS,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",,0.27,0.15,,0.1,0.02,21-05-2001,
NBA Live 2004,GC,Sports,EA Sports,EA Canada,8.4,0.27,0.21,,0.05,0.01,15-10-2003,
MotionSports: Adrenaline,X360,Sports,Ubisoft,Ubisoft Vancouver,,0.27,0.14,,0.1,0.03,01-11-2011,
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,Sports,Konami,Diamond Head,,0.27,,0.25,,0.02,23-12-1998,
Gunship,PS,Simulation,Microprose,MicroProse,,0.27,0.15,,0.1,0.02,03-07-1996,
Thoroughbred Breeder II,SNES,Simulation,Hect,Hector,,0.27,,0.27,,0,08-06-1994,
The Sims 2: Pets,GC,Simulation,Electronic Arts,Maxis,6.9,0.27,0.21,,0.05,0.01,17-10-2006,
America's Test Kitchen: Let's Get Cooking,DS,Simulation,Nintendo,Indies Zero,8.5,0.27,0.25,,,0.02,28-03-2010,
Aikatsu! 2-nin no My Princess,3DS,Simulation,Namco Bandai Games,Bandai Namco Games,,0.27,,0.27,,,21-11-2013,24-10-2018
Carnival Games,NS,Party,2K Games,Cat Daddy Games,,0.27,0.11,,0.14,0.02,06-11-2018,22-09-2018
Duel Masters,PS2,Strategy,Atari,High Voltage Software,,0.27,0.13,,0.1,0.03,02-11-2004,
The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,Square Enix,7.4,0.27,0.14,0.03,0.08,0.02,12-10-2018,30-03-2019
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,Role-Playing,ChunSoft,Aquamarine,,0.27,,0.27,,,22-11-1996,
The Snack World: TreJarers,3DS,Role-Playing,Level 5,Level 5,,0.27,,0.27,,,10-08-2017,29-05-2018
Jade Cocoon: Story of the Tamamayu,PS,Role-Playing,Crave Entertainment,Genki,,0.27,0.15,,0.1,0.02,29-07-1999,
Suikoden Tierkreis,DS,Role-Playing,Konami,Konami,7.7,0.27,0.09,0.15,0.02,0.01,17-03-2009,
Final Fantasy X International,PS2,Role-Playing,Square Enix,Square Enix,,0.27,,0.27,,,19-02-2004,
Etrian Odyssey V: Beyond the Myth,3DS,Role-Playing,Atlus,Atlus,7.9,0.27,0.11,0.14,0.01,0.01,17-10-2017,15-01-2018
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,Role-Playing,Konami,Konami,,0.27,,0.26,,0.01,04-11-2003,
Medarot 3: Kabuto / Kuwagata Version,GB,Role-Playing,Imagineer,Natsume,,0.27,,0.27,,0,23-07-2000,
Dragon Age Origins: Awakening,PS3,Role-Playing,Electronic Arts,BioWare Corp.,8.3,0.27,0.24,,,0.02,16-03-2010,
Magical Vacation,GBA,Role-Playing,Nintendo,Brownie Brown,,0.27,,0.26,,0.01,07-12-2001,
Alundra 2: A New Legend Begins,PS,Role-Playing,Activision,Matrix Software,7.1,0.27,0.15,,0.1,0.02,29-02-2000,
Dragon Ball GT: Final Bout,PS,Fighting,Bandai,Bandai,,0.27,0.02,0.22,0.02,0.02,31-07-1997,
Bishoujo Senshi Sailormoon R,SNES,Fighting,Bandai,Angel Studios,,0.27,,0.27,,,29-12-1993,
Tao Feng: Fist of the Lotus,XB,Fighting,Microsoft Game Studios,Studio Gigante,,0.27,0.21,,0.06,0.01,18-03-2003,
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,Fighting,Tomy Corporation,Yuke's Media Creations,,0.27,,0.26,,0.02,20-12-1996,
Dragon Ball Z: Budokai 2,GC,Fighting,Atari,Pyramid,,0.27,0.21,,0.06,0.01,15-12-2004,
WWE Road to WrestleMania X8,GBA,Fighting,THQ,Natsume,,0.27,0.19,,0.07,0,23-10-2002,
Tiger Woods PGA Tour 07,PSP,Sports,EA Sports,Team Fusion,7.6,0.27,0.2,,0.04,0.03,10-10-2006,
Wave Rally,PS2,Racing,Eidos Interactive,Opus Studio,,0.27,0.13,,0.1,0.03,26-11-2001,
NASCAR 2011: The Game,PS3,Racing,Activision,Eutechnyx,6,0.27,0.25,,,0.02,29-03-2011,
NickToons Racing,GBA,Racing,Infogrames,Crawfish Interactive,,0.27,0.19,,0.07,0,14-06-2002,
Pro Race Driver,PS2,Racing,Codemasters,Codemasters,,0.27,0.13,,0.1,0.03,06-12-2002,
Indy 500,2600,Racing,Atari,Atari,,0.27,0.26,,0.01,0,01-10-1977,
Hot Wheels: Track Attack,DS,Racing,THQ,THQ,,0.27,0.17,,0.08,0.02,23-11-2010,
XGIII: Extreme G Racing,PS2,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,,0.27,0.13,,0.1,0.03,21-08-2001,
NASCAR Thunder 2003,XB,Racing,EA Sports,EA Tiburon,,0.27,0.2,,0.06,0.01,19-09-2002,
Superbike 2000,PS,Racing,EA Sports,Milestone,,0.27,0.15,,0.1,0.02,29-02-2000,
Initial D: Special Stage,PS2,Racing,Sega,Sega Rosso,,0.27,,0.27,,,26-06-2003,
Need for Speed: Most Wanted,DS,Racing,Electronic Arts,EA Canada,,0.27,0.24,,0.01,0.02,15-11-2005,
MLB 09: The Show,PSP,Sports,Sony Computer Entertainment,SCE San Diego Studio,8.8,0.27,0.24,,,0.02,03-03-2009,04-12-2018
NBA 07,PS3,Sports,Sony Computer Entertainment,SCE San Diego Studio,,0.27,0.24,0.01,,0.02,14-11-2006,04-12-2018
Jikkyou Powerful Pro Yakyuu 2010,PS3,Sports,Konami,PawaPuro Production,,0.27,,0.27,,,15-07-2010,
Punch-Out!!,VC,Sports,Nintendo,Nintendo IRD,,0.27,0,0.05,0.22,,16-04-2007,
Ninja Gaiden Sigma Plus,PSV,Action,Tecmo Koei,Team Ninja,,0.26,0.12,0.04,0.06,0.04,22-02-2012,
Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,Ubisoft,Ubisoft Montpellier,7.9,0.26,0.2,,0.03,0.02,21-11-2005,
Indiana Jones and the Staff of Kings,PSP,Action,LucasArts,Amaze,7.4,0.26,0.11,,0.1,0.05,09-06-2009,
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,Action,THQ,Human Soft,6,0.26,0.19,,0.07,0,25-09-2002,
Sengoku Basara 2,PS2,Action,Capcom,Capcom,,0.26,,0.26,,,27-07-2006,
Assassin's Creed Syndicate,PC,Action,Ubisoft,Ubisoft Quebec,,0.26,0.15,,0.09,0.02,19-11-2015,14-01-2018
Spider-Man: Web of Shadows,PS3,Action,Activision,Shaba Games / Treyarch,6.9,0.26,0.2,,0.04,0.02,21-10-2008,
Nightmare Creatures,N64,Action,Activision,Kalisto Entertainment,7.1,0.26,0.21,,0.05,0,01-01-1997,
Classic NES Series: Bomberman,GBA,Action,Nintendo,Hudson Soft,,0.26,0.1,0.11,0.04,0.01,02-06-2004,
Asura's Wrath,X360,Action,Capcom,CyberConnect2,,0.26,0.17,0.01,0.06,0.02,21-02-2012,
The Incredible Hulk,PS3,Action,Sega,Edge of Reality,5.6,0.26,0.22,,0.02,0.02,05-06-2008,
The Incredible Hulk,X360,Action,Sega,Edge of Reality,,0.26,0.22,,0.02,0.02,05-06-2008,
Rune: Viking Warlord,PS2,Action,Take-Two Interactive,Human Head Studios,,0.26,0.13,,0.1,0.03,28-07-2001,
Rugrats: I Gotta Go Party,GBA,Action,THQ,Eurocom Entertainment Software,,0.26,0.19,,0.07,0,08-11-2002,
ATV: Quad Power Racing,GBA,Racing,Acclaim Entertainment,Tantalus Interactive,5.5,0.26,0.18,,0.07,0,20-08-2002,
MTX Mototrax,PS2,Racing,Activision,Left Field Productions,,0.26,0.13,,0.1,0.03,02-03-2004,
Ford Racing 3,PS2,Racing,2K Games,Empire Interactive,,0.26,0.13,,0.1,0.03,22-03-2005,
Need for Speed: Most Wanted,GBA,Racing,Electronic Arts,EA Canada,,0.26,0.19,,0.07,0,15-11-2005,
Formula One 2001,PS2,Racing,Sony Computer Entertainment,Studio Liverpool,7,0.26,0.13,,0.1,0.03,24-09-2001,
Asphalt: Injection,PSV,Racing,Ubisoft,Ubisoft,,0.26,0.14,,0.07,0.05,14-02-2012,
Riding Spirits,PS2,Racing,BAM! Entertainment,Spike,,0.26,0.13,,0.1,0.03,31-08-2002,
McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,Acclaim Entertainment,"Z-Axis, Ltd.",,0.26,0.14,,0.1,0.02,05-11-2000,
Crash Nitro Kart,GC,Racing,VU Games,Vicarious Visions,,0.26,0.2,,0.05,0.01,11-11-2003,
Choro Q3,PS,Racing,Takara,Takara,,0.26,,0.24,,0.02,19-02-1998,
NBA ShootOut 2004,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.26,0.13,,0.1,0.03,29-10-2003,
Madden NFL 2005,DS,Sports,EA Sports,Exient Entertainment,,0.26,0.24,,,0.02,17-11-2004,
MVP Baseball 2004,GC,Sports,EA Sports,EA Sports,8.9,0.26,0.2,,0.05,0.01,09-03-2004,
Sega Rally Revo,PSP,Racing,Sega,BugBear,,0.26,0.03,,0.15,0.07,09-10-2007,
Virtua Racing,GEN,Racing,Sega,Sega-AM2,,0.26,,0.26,,,14-03-1994,
Jikkyou Powerful Pro Baseball 2018,PS4,Sports,Konami,Konami,,0.26,,0.26,,,26-04-2018,20-05-2018
Backyard NFL Football,GC,Sports,Infogrames,Humongous Entertainment,,0.26,0.2,,0.05,0.01,10-10-2002,
All-Star Baseball 2003,XB,Sports,Acclaim Entertainment,Acclaim Entertainment,,0.26,0.19,,0.06,0.01,25-02-2002,
NHL Rock the Rink,PS,Sports,Electronic Arts,Electronic Arts,,0.26,0.14,,0.1,0.02,29-02-2000,
Major League Baseball 2K10,Wii,Sports,2K Sports,Visual Concepts,5,0.26,0.24,,,0.02,02-03-2010,
Inazuma Eleven Strikers,Wii,Sports,Level 5,Level 5,,0.26,,0.25,0.01,0,16-07-2011,31-08-2018
Jikkyou Powerful Pro Yakyuu 2011,PS3,Sports,Konami,PawaPuro Production,,0.26,,0.26,,,14-07-2011,
FIFA 14,3DS,Sports,EA Sports,EA Canada,,0.26,,,0.25,0.01,24-09-2013,15-09-2018
Don King Boxing,Wii,Sports,2K Sports,2K Shanghai,,0.26,0.14,,0.1,0.02,31-03-2009,
Outlaw Volleyball,XB,Sports,Simon & Schuster Interactive,Hypnotix,,0.26,0.19,,0.06,0.01,09-07-2003,
RealSports Football,2600,Sports,Atari,Atari,,0.26,0.24,,0.01,0,01-01-1982,
All-Pro Football 2K8,X360,Sports,2K Sports,Visual Concepts,7.5,0.26,0.24,,,0.02,16-07-2007,
FIFA 18,X360,Sports,EA Sports,EA Vancouver,,0.26,0.05,,0.19,0.02,29-09-2017,02-04-2018
Jikkyou Powerful Pro Yakyuu 2013,PS3,Sports,Konami Digital Entertainment,Konami,,0.26,,0.26,,,24-10-2013,27-10-2018
Ace Attorney Investigations 2,DS,Adventure,Capcom,Capcom,,0.26,,0.26,,,03-02-2011,
Tiger Woods PGA Tour 10,PS2,Sports,EA Sports,EA Tiburon,,0.26,0.12,,0.01,0.13,08-06-2009,
Tony Hawk: Shred,X360,Sports,Activision,Robomodo,,0.26,0.17,,0.06,0.02,26-10-2010,
J-League Pro Soccer Club wo Tsukurou!,SAT,Sports,Sega,Sega,,0.26,,0.26,,,23-02-1996,
Madden NFL 08,DS,Sports,EA Sports,EA Tiburon,,0.26,0.24,,0,0.02,14-08-2007,
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,Sports,Konami,Diamond Head,,0.26,,0.25,,0.02,25-12-1999,
NCAA Gamebreaker,PS,Sports,Sony Computer Entertainment,SCEA,6.3,0.26,0.15,,0.1,0.02,31-08-1996,
MLB SlugFest 2006,PS2,Sports,Midway Games,Blue Shift,,0.26,0.13,,0.1,0.03,05-06-2006,
Major League Baseball 2K9,Wii,Sports,2K Sports,Kush Games,,0.26,0.24,,,0.02,03-03-2009,
Power Pro Kun Pocket 5,GBA,Sports,Konami,Diamond Head,,0.26,,0.25,,0.01,23-01-2003,
NCAA March Madness 08,PS2,Sports,EA Sports,EA Canada,,0.26,0.13,,0.1,0.03,11-12-2007,
Summer Sports 2: Island Sports Party,Wii,Sports,Destineer,Digital Embryo,,0.26,0.24,,0,0.02,18-12-2008,
Evolution Skateboarding,PS2,Sports,Konami,Konami Computer Entertainment Osaka,,0.26,0.13,,0.1,0.03,09-10-2002,
Bratz Ponyz 2,DS,Adventure,Game Factory,Neko Entertainment,,0.26,0.24,,0,0.02,16-09-2008,
Drakan: The Ancients' Gates,PS2,Adventure,Sony Computer Entertainment,Surreal Software,,0.26,0.13,,0.1,0.03,28-01-2002,
Nancy Drew: The Mystery of the Clue Bender Society,DS,Adventure,Majesco,Gorilla Games,,0.26,0.24,,0,0.02,23-07-2008,
Tomb Raider: Underworld (Others sales),PS2,Adventure,Eidos Interactive,Crystal Dynamics,,0.26,,0,0.21,0.04,03-03-2009,
Pirates of the Caribbean: Dead Man's Chest,DS,Adventure,Buena Vista,Griptonite Games,,0.26,0.23,,0.01,0.02,27-06-2006,
The Adventures of Tintin: The Game,PS3,Adventure,Ubisoft,Ubisoft,,0.26,0.06,,0.15,0.05,06-12-2011,
Bolt,PS2,Adventure,Disney Interactive Studios,Avalanche Software,,0.26,0.09,,0.02,0.16,18-11-2008,
Yakuza: Ishin,PS3,Adventure,Sega,Sega,,0.26,,0.26,,,22-02-2014,02-01-2018
Konjiki no Gashbell!! Makai no Bookmark,GBA,Adventure,Banpresto,Banpresto,,0.26,,0.25,,0.01,16-07-2004,
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,Adventure,NewKidCo,Cinegroupe,,0.26,0.19,,0.07,0,13-12-2002,
Batman: Vengeance,GC,Adventure,Ubisoft,Ubisoft Montreal,7,0.26,0.2,,0.05,0.01,17-11-2001,
Yakuza Zero: The Place of Oath,PS3,Adventure,Sega,Sega,,0.26,,0.26,,,12-03-2015,03-01-2018
Bratz: The Movie,Wii,Simulation,THQ,Blitz Games,,0.26,0.23,,0.01,0.02,24-09-2007,
Petz: Crazy Monkeyz,Wii,Simulation,Ubisoft,Ubisoft,3.5,0.26,0.24,,0,0.02,18-11-2008,
Star Wars Episode I: Battle for Naboo,N64,Simulation,LucasArts,Factor 5,8.5,0.26,0.21,,0.05,0,13-12-2000,
Armored Core: Nexus,PS2,Simulation,Agetec,From Software,,0.26,0.06,0.14,0.05,0.02,28-09-2004,
Imagine: Fashion Party,Wii,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,,0.26,0.24,,0,0.02,03-02-2009,
Fish Tycoon,DS,Simulation,Majesco,Big Fish Games / LDW,,0.26,0.24,,0,0.02,16-10-2007,
Petz: Horsez 2,PS2,Simulation,Ubisoft,Ubisoft,,0.26,0.13,,0.1,0.03,14-11-2007,
Love Plus,DS,Simulation,Konami,Konami,,0.26,,0.26,,,03-09-2009,
Star Trek: Invasion,PS,Simulation,Activision,Warthog,,0.26,0.15,,0.1,0.02,23-08-2000,
Babysitting Mania,DS,Simulation,Majesco,Gogii Games,,0.26,0.24,,0,0.02,23-09-2008,
Littlest Pet Shop: Friends,Wii,Simulation,Electronic Arts,EA Salt Lake,,0.26,0.21,,0.02,0.02,20-10-2009,
Jurassic World Evolution,XOne,Simulation,Frontier Developments,Frontier Developments,,0.26,0.15,,0.09,0.02,03-07-2018,20-04-2018
Kingdom Hearts II: Final Mix +,PS2,Role-Playing,Square Enix,Square Enix,,0.26,,0.26,,,29-03-2007,
"What Did I Do to Deserve This, My Lord!? 2",PSP,Role-Playing,NIS America,Acquire,,0.26,0.06,0.18,0,0.01,04-05-2010,
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,Role-Playing,Hudson Soft,RED Company,,0.26,,0.26,,,14-01-1997,
Dungeons & Dragons: Eye of the Beholder,GBA,Role-Playing,Atari,Pronto Games,4.8,0.26,0.19,,0.07,0,30-10-2002,
Etrian Odyssey: Millennium Girl,3DS,Role-Playing,Atlus,Atlus,8.1,0.26,0.1,0.14,0.01,0.01,01-10-2013,10-12-2018
Etrian Odyssey II: Heroes of Lagaard,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,8.4,0.26,0.09,0.16,,0.01,13-06-2008,
King's Field II,PS,Role-Playing,ASCII Entertainment,From Software,7.3,0.26,0.08,0.11,0.06,0.02,31-10-1996,
Inazuma Eleven GO 3: Galaxy - Big Bang / Supernova,3DS,Role-Playing,Level 5,Level 5,,0.26,,0.26,,,05-12-2013,31-08-2018
Phantasy Star Universe: Ambition of the Illuminus,PS2,Role-Playing,Sega,Sonic Team,,0.26,0.1,0.05,0.08,0.03,20-11-2007,
Stella Glow,3DS,Role-Playing,Atlus,imageepoch Inc.,7.5,0.26,0.17,0.06,0.01,0.02,17-11-2015,30-05-2018
A.C.E.: Another Century's Episode,PS2,Simulation,Banpresto,From Software,,0.26,,0.26,,,27-01-2005,
We Cheer 2,Wii,Simulation,Namco Bandai,"Machatin, Inc.",,0.26,0.24,,,0.02,03-11-2009,
Armored Core: Master of Arena,PS,Simulation,Agetec,From Software,7.2,0.26,0.07,0.13,0.05,0.02,29-02-2000,
Zoo Resort 3D,3DS,Simulation,Ubisoft,AQ Interactive,,0.26,0.11,0.03,0.1,0.02,25-10-2011,
Doukyuusei if,SAT,Role-Playing,NEC,Elf,,0.26,,0.26,,,09-08-1996,
Baldur's Gate: Dark Alliance II,XB,Role-Playing,Interplay,Black Isle Studios,,0.26,0.19,,0.06,0.01,20-01-2004,
Final Fantasy V Advance,GBA,Role-Playing,Nintendo,Square Enix,8.2,0.26,,0.26,,0.01,06-11-2006,
Sword Art Online: Hollow Realization,PSV,Role-Playing,Namco Bandai Games,Aquria,,0.26,,0.16,0.08,0.02,01-01-2018,22-03-2019
The Legend of Heroes: Trails of Cold Steel II,PSV,Role-Playing,Xseed Games,Nihon Falcom Corporation,,0.26,0.06,0.13,0.04,0.03,06-09-2016,29-10-2018
Dungeons & Dragons Heroes,XB,Role-Playing,Atari,Atari,,0.26,0.19,,0.06,0.01,17-09-2003,
Legaia 2: Duel Saga,PS2,Role-Playing,Eidos Interactive,Contrail,,0.26,0.13,,0.1,0.03,01-10-2002,
Game of Thrones,X360,Role-Playing,Atlus,Cyanide Studios,,0.26,0.15,,0.08,0.02,15-05-2012,
Battlestations: Midway,X360,Strategy,Eidos Interactive,Eidos Hungary,,0.26,0.21,0,0.02,0.02,30-01-2007,
Total War: Attila,PC,Strategy,Sega,Creative Assembly,,0.26,0.11,,0.14,0.02,17-02-2015,29-05-2018
Tropico 4,PC,Strategy,Kalypso,Haemimont Games,7.9,0.26,0.1,,0.13,0.03,30-08-2011,
R.U.S.E.,PC,Strategy,Ubisoft,Eugen Systems,8,0.26,0.04,,0.19,0.03,07-09-2010,
Super Robot Taisen R,GBA,Strategy,Banpresto,Banpresto,,0.26,,0.25,,0.01,02-08-2002,
Ben 10 Triple Pack,DS,Misc,D3 Publisher,D3 Publisher,,0.26,0.12,,0.12,0.02,12-07-2011,
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,Misc,Majesco,Majesco Games,,0.26,0.18,,0.07,0,14-05-2004,
Lowrider,PS2,Misc,Jaleco,Pacific Century Cyber Works Japan,,0.26,0.11,0.03,0.09,0.03,20-11-2003,
Gundam Breaker,PS3,Misc,Namco Bandai Games,Bandai,,0.26,,0.26,,,27-06-2013,27-10-2018
Family Feud: 2010 Edition,DS,Misc,Ubisoft,Ludia Inc.,,0.26,0.24,,,0.02,29-09-2009,
DS Bungaku Zenshuu,DS,Misc,Nintendo,Genius Sonority Inc.,,0.26,,0.26,,,18-10-2007,
Bust A Groove 2,PS,Misc,Enix,Metro,7,0.26,0.04,0.18,0.03,0.02,31-03-1999,
Metroid Prime Pinball,DS,Misc,Nintendo,Fuse Games Limited,7.6,0.26,0.22,0.02,0,0.02,24-10-2005,
"SpongeBob SquarePants: Lights, Camera, Pants!",XB,Misc,THQ,THQ Australia Studios Pty Ltd.,,0.26,0.19,,0.06,0.01,21-10-2005,
Disney Sing It: Pop Hits,PS3,Misc,Disney Interactive Studios,Zoe Mode,,0.26,0.17,,0.06,0.03,06-10-2009,
TV Superstars,PS3,Misc,Sony Computer Entertainment,SCEE Cambridge,6.2,0.26,0.08,,0.12,0.05,12-10-2010,
Scene It? Twilight,Wii,Misc,Konami,Artificial Mind and Movement,,0.26,0.16,,0.08,0.02,29-11-2009,
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,Misc,2K Play,Take-Two Interactive,,0.26,0.24,,0,0.02,03-11-2009,
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,Misc,Konami,Konami,,0.26,0.14,0.07,0.05,0.01,14-03-2006,
Bionicle: Matoran Adventures,GBA,Platform,Electronic Arts,Argonaut Games,,0.26,0.18,,0.07,0,29-10-2002,
Castlevania: Harmony of Dissonance,GBA,Platform,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.04,0.06,0,16-09-2002,
Monsters vs. Aliens,Wii,Platform,Activision,Beenox,,0.26,0.14,,0.09,0.03,24-03-2009,
Mega Man Legacy Collection,3DS,Platform,Capcom,Digital Eclipse Software,,0.26,0.18,0.06,,0.02,23-02-2016,29-05-2018
Rayman DS,DS,Platform,Ubisoft,Ubisoft Montreal,5.4,0.26,0.21,,0.03,0.02,24-03-2005,
Lemony Snicket's A Series of Unfortunate Events,GC,Platform,Activision,Adrenium Games,,0.26,0.2,,0.05,0.01,10-11-2004,
Tomba!,PS,Platform,Sony Computer Entertainment,Whoopee Camp,8.6,0.26,0.15,,0.1,0.02,30-06-1998,
Hey Arnold! The Movie,GBA,Platform,THQ,Altron,5.5,0.26,0.19,,0.07,0,29-05-2002,
Polarium,DS,Puzzle,Nintendo,Mitchell,7.6,0.26,0.13,0.11,0.01,0.01,18-04-2005,
Armorines: Project S.W.A.R.M.,N64,Shooter,Acclaim Entertainment,Acclaim Studios London,6.2,0.26,0.21,,0.05,0,30-11-1999,
Duke Nukem: Zero Hour,N64,Shooter,GT Interactive,Eurocom Entertainment Software,,0.26,0.21,,0.05,0,01-08-1999,
Army of Two: The Devil's Cartel,X360,Shooter,Electronic Arts,Visceral Games,,0.26,0.16,0,0.07,0.02,26-03-2013,19-10-2018
Resident Evil: Revelations,X360,Shooter,Capcom,Capcom,7.4,0.26,0.12,0.02,0.1,0.02,21-05-2013,16-03-2018
Legendary,X360,Shooter,Gamecock,Spark Unlimited,4,0.26,0.08,,0.15,0.03,04-11-2008,
Desert Falcon,2600,Shooter,Atari,Atari,,0.26,0.24,,0.01,0,14-06-1987,
Reload: Target Down,Wii,Shooter,Mastiff,Mastiff,,0.26,0.24,,,0.02,02-11-2010,
The House of the Dead 2,DC,Shooter,Sega,Wow Entertainment,7.5,0.26,,0.26,,,09-09-1999,
Panzer Dragoon Orta,XB,Shooter,Sega,Smilebit,8.8,0.26,0.16,0.04,0.05,0.01,12-01-2003,
NPPL Championship Paintball 2009,PS2,Shooter,Activision,Sand Grain Studios,,0.26,0.13,,0.1,0.03,18-11-2008,
Star Wars: Bounty Hunter,GC,Shooter,LucasArts,LucasArts,,0.26,0.2,,0.05,0.01,07-12-2002,
Call of Duty: Modern Warfare 3: Defiance,DS,Shooter,Activision,Infinity Ward,,0.26,0.19,,0.05,0.02,08-11-2011,
King of Fighters: Maximum Impact,PS2,Fighting,SNK,SNK Playmore Corporation,,0.26,0.13,,0.1,0.03,12-10-2004,
ReCore,XOne,Action-Adventure,Microsoft Studios,Armature Studio,,0.26,0.16,0.01,0.06,0.02,13-09-2016,01-10-2018
Marvel Super Heroes vs. Street Fighter,PS,Fighting,Capcom,Capcom,,0.26,0.14,,0.1,0.02,23-02-1999,
My Hero One's Justice,NS,Fighting,Bandai Namco Entertainment,Byking,,0.26,0.17,0.06,0.01,0.02,26-10-2018,12-09-2018
Ultimate Marvel vs. Capcom 3,PS4,Fighting,Capcom,Capcom,,0.26,0.19,0.02,,0.04,07-03-2017,
Tom and Jerry in War of the Whiskers,PS2,Fighting,NewKidCo,VIS Entertainment,,0.26,0.13,,0.1,0.03,18-11-2002,
Samurai Warriors 4,PS3,Fighting,Tecmo Koei,Omega Force,,0.26,,0.26,,,21-10-2014,29-10-2018
X-Men vs. Street Fighter,SAT,Fighting,Capcom,Capcom,,0.26,,0.26,,,27-11-1997,
Angry Birds Trilogy,X360,Puzzle,Activision,Rovio Mobile,,0.26,0.18,,0.05,0.03,25-09-2012,12-07-2018
TouchMaster 3(Others sales),DS,Puzzle,Warner Bros. Interactive,Midway,,0.26,,,0.24,0.02,23-10-2009,
Tom Clancy's Splinter Cell: Double Agent,PS3,Action,Ubisoft,Ubisoft Shanghai,8.3,0.26,0.2,,0.03,0.03,30-03-2007,
Tokyo Jungle,PS3,Action,Sony Computer Entertainment,PlayStation C.A.M.P.!,,0.26,,0.26,,,31-12-2020,25-05-2018
